,ra,dec,gPSF,gPSFerr,rPSF,rPSFerr,iPSF,iPSFerr,zPSF,zPSFerr,yPSF,yPSFerr,gAp,gAperr,rAp,rAperr,iAp,iAperr,zAp,zAperr,yAp,yAperr,g-r_PSF,r-i_PSF,g-r_PSFerr,r-i_PSFerr,g-r_Ap,r-i_Ap,g-r_Aperr,r-i_Aperr
0,285.95041495,53.01829683,19.521872874056893,0.009777000173926353,19.18921564322135,0.008365999907255173,19.0190671764852,0.00532800005748868,19.308344138731968,0.016764000058174133,18.920826182307845,0.030798999592661858,18.436572428500252,0.0016070000128820539,18.150315267855138,0.001370999962091446,17.974566825533053,0.0009379999828524888,18.14994455682279,0.00152299995534122,17.891725764217025,0.001285000005736947,0.33265723083554377,0.1701484667361477,0.012867777074893297,0.009918545208889908,0.2862571606451141,0.1757484423220852,0.0021123659572757905,0.0016611697275973987
